name,id,artists,genres,explicit,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Baby Good Night,2oGmdVqkbq4qT973lkQMnL,['GD&TOP'],"{'k-rap', 'k-pop'}",False,2010,44,0.667,0.679,0,-5.994,1,0.0887,0.435,0.0,0.104,0.323,90.03,210477
Irresistible Lips,5tU0cI0qG1YCxnl0GIVMzk,['BTOB'],"{'k-pop boy group', 'k-pop'}",False,2012-05-23,38,0.586,0.874,10,-4.606,1,0.0586,0.00358,0.0,0.0946,0.188,133.051,228362
The Chaser,6fzJaYb6xprozFzFdqfI9s,['INFINITE'],"{'k-pop boy group', 'k-pop'}",False,2012-05-15,50,0.549,0.977,1,-1.443,0,0.115,0.00735,0.0,0.0399,0.582,127.006,202520
Volume Up,2RKgRT8O8K3DXfsGfnbNWx,['4Minute'],"{'k-pop girl group', 'k-pop'}",False,2012-04-09,47,0.641,0.877,3,-2.726,0,0.0337,0.014,0.000131,0.0792,0.454,130.045,230008
Sherlock (Clue + Note),2sVtrcj32v3fR8mLjqWziv,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2012-03-21,55,0.64,0.937,1,-2.112,1,0.0839,0.0069,0.0,0.393,0.316,107.013,239187
Papillon,7EFmA3zysrOPJNRqhYCOVd,"['Jackson Wang', 'boytoy']","{'k-pop', 'hong kong hip hop'}",False,2017-12-01,56,0.815,0.684,4,-2.535,0,0.24,0.0103,0.0,0.0994,0.519,170.091,195057
너도 나처럼 I Wonder If You Hurt Like Me,2NDEW4uf4rvM5FytTtBrbZ,['2AM'],"{'korean pop', 'k-pop'}",False,2012-03-12,39,0.59,0.48,6,-6.599,1,0.0305,0.76,0.0,0.125,0.14,127.919,228454
Fantastic Baby,7bB3eTpZ7ecuN7C7dTQomt,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2013-11-06,58,0.726,0.841,2,-3.924,1,0.0545,0.002,0.0,0.0649,0.582,130.012,230573
WHOZ THAT GIRL,5wzdAEtPFXYmtXncGpJfAs,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2012-02-16,35,0.739,0.874,1,-2.333,1,0.101,0.0117,0.0,0.0319,0.787,127.894,210077
Russian Roulette,7puC9LjNg0ItpjTz28yeaY,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2018-07-04,62,0.706,0.902,7,-2.543,0,0.0352,0.00909,0.00137,0.17,0.964,130.024,211213
NalinA,7dgO6H1BxXeXfxDkiDN8E9,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2012-02-02,50,0.775,0.962,8,-3.709,1,0.0849,0.0556,0.0,0.0667,0.922,115.012,202632
Severely,55IWnmlg29mY9EiLhH514C,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2012-01-31,47,0.557,0.812,4,-3.085,1,0.0286,0.0395,0.0,0.258,0.496,141.888,250645
What is Love,1IX47gefluXmKX4PrTBCRM,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-07-09,73,0.574,0.909,8,-1.572,1,0.0655,0.0988,0.0,0.264,0.565,169.964,208240
Hi High,0RqzUS7AkBhQDrBxcGFeDv,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2018-08-20,61,0.67,0.916,9,-2.261,0,0.0731,0.0363,5.35e-06,0.221,0.532,97.004,196864
The DJ is Mine,5pNFSJZlN54s12G7fbXFzi,['Wonder Girls'],"{'k-pop girl group', 'k-pop'}",False,2012-06-03,29,0.686,0.922,4,-3.679,0,0.301,0.253,0.0,0.574,0.576,135.974,240278
Funny Hunny - Origin,0BPImVWnFjCOg2hczuFJ00,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2012-06-20,23,0.69,0.901,5,-3.725,0,0.0378,0.0717,5.66e-05,0.0776,0.832,130.036,188547
Trouble Maker,0RP3Qjp1QhIjhtG7gYoBqn,['Trouble Maker'],{'k-pop'},False,2011-12-01,58,0.838,0.805,10,-2.723,0,0.0541,0.0826,3.77e-06,0.0778,0.952,115.026,219638
One Spring Day,2KyaWbVO7zeClGfzxyWroj,['Urban Zakapa'],"{'korean pop', 'k-indie', 'k-pop'}",False,2011-05-17,28,0.466,0.307,5,-6.752,1,0.0358,0.846,0.0,0.101,0.307,139.226,269296
So today...,2QoKxbMAkapVu82CQrSFUp,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2020-05-20,18,0.337,0.698,5,-1.545,1,0.0354,0.00651,0.0,0.125,0.537,156.135,242212
Love Is Move,1CpaOwx6drokgCsQV13Ylg,['Secret'],"{'k-pop girl group', 'k-pop'}",False,2011-10-18,34,0.695,0.961,9,-2.516,1,0.117,0.036,2.79e-05,0.0116,0.963,160.915,202109
Shanghai Romance,4YRTsmrGk2Y8uVkTuGbdJj,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2012-09-12,39,0.589,0.911,4,-3.699,0,0.0461,0.0396,4.22e-06,0.124,0.483,148.959,226194
Like Birds,400PMwuEiGjtUFvM9kjS3T,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2011-10-10,30,0.487,0.929,5,-2.903,1,0.196,0.211,0.0,0.288,0.334,145.978,208640
Don't Touch my Girl,7nK4hyMZkGCOjEot2Tbz3p,['BOYFRIEND'],"{'k-pop boy group', 'j-pop boy group', 'k-pop'}",False,2011-10-06,40,0.544,0.926,1,-2.777,1,0.0594,0.0425,0.0,0.261,0.92,147.92,209972
Sixth Sense,1wwuD36K0lZ9RDJPnGUXnT,['Brown Eyed Girls'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2011-09-16,45,0.673,0.933,5,-1.414,0,0.169,0.0279,0.0,0.357,0.662,127.905,227866
Don't Flirt!,09jo9jJX8PCfFa53M1SGfO,"[""Girl's Day""]","{'korean pop', 'k-pop girl group', 'k-pop'}",False,2012-03-08,24,0.643,0.976,6,-2.265,1,0.128,0.0267,2.82e-05,0.0984,0.885,147.91,186371
Mr. Simple,6QTBYKLlV2PQniwAWrBV2z,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2011-08-02,58,0.913,0.745,1,-2.837,1,0.0506,0.000219,0.00208,0.0622,0.795,127.996,241827
No more perfume on you,3UFnHBPaPkZhe04IqqlUcn,['TEEN TOP'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2011-07-26,44,0.591,0.872,8,-3.427,0,0.0411,0.00507,0.0,0.108,0.768,130.018,210678
Good-bye Baby,3zsqNf5Qm06qOiO8E0IxQU,['miss A'],"{'k-pop girl group', 'k-pop'}",False,2011-07-18,49,0.77,0.817,8,-4.088,0,0.0431,0.0485,5.22e-05,0.0699,0.729,138.054,225574
Beautiful Target,6sECoPPkNmP6RIzYXEhvxA,['B1A4'],"{'k-pop boy group', 'k-pop'}",False,2011-09-16,42,0.737,0.935,8,-3.292,1,0.0325,0.112,0.0,0.434,0.661,129.987,197468
Roly-Poly,36r4cTfmjVo5JYqNBIcjk6,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2011-06-29,54,0.831,0.849,7,-7.407,1,0.0542,0.092,2.96e-05,0.0458,0.902,130.005,214427
I Am The Best,26EM9sZnQkLLQxixGd88KE,['2NE1'],"{'k-pop girl group', 'k-pop', 'dance pop'}",False,2014-12-09,66,0.819,0.844,0,-3.739,1,0.038,0.00767,0.00834,0.056,0.687,127.997,208731
Starlight MoonLight,7KdvEspeuMRqs5TyTscD7j,['Secret'],"{'k-pop girl group', 'k-pop'}",False,2011-06-01,38,0.804,0.773,0,-4.281,1,0.0487,0.356,0.0,0.166,0.832,130.048,233862
Shall We Dance,7xMBlV5OBTiHlUraGaHGqs,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2018-01-09,53,0.854,0.721,2,-3.769,1,0.0776,0.0157,0.0,0.153,0.828,112.012,180807
Play Ur Love,667GbVQ6E6Y9PLBlwp4ot1,['After School'],"{'k-pop girl group', 'k-pop'}",False,2011-04-28,23,0.593,0.741,5,-5.107,1,0.061,0.178,2.49e-06,0.108,0.53,155.844,227527
Ma Boy,1CkTEh21SLHbiAj2qy8wc1,['SISTAR19'],"{'k-pop girl group', 'k-pop'}",False,2011-05-03,56,0.746,0.758,7,-4.745,0,0.0651,0.325,4e-06,0.247,0.689,89.96,196728
Let’s Step Up,7v5HC3acn4vEzH5m30BUFe,['After School'],"{'k-pop girl group', 'k-pop'}",False,2011-04-28,20,0.734,0.592,10,-9.557,0,0.0549,3.21e-05,0.0653,0.0345,0.451,125.054,104960
MR. TAXI (Original Title : Mr. Taxi),6BaZmJzvAtXx72MjSHSlbf,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2011-01-01,43,0.86,0.938,10,-2.596,0,0.0943,0.0286,0.0,0.0856,0.884,122.022,212733
Pinocchio (Danger),0fUDzNEPCbjLVyC1OOs5B5,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2011-04-20,45,0.844,0.888,11,-1.369,0,0.12,0.117,0.0,0.328,0.879,118.023,191640
Pink Rocket,6Bpe0JymXViEiYUkMSNjlu,['Dalshabet'],"{'k-pop girl group', 'k-pop'}",False,2011-04-11,18,0.747,0.925,11,-2.568,1,0.0973,0.0304,7.11e-05,0.309,0.562,125.957,204561
Dr. Feel Good,23QWj2CyhiUU6KLnmR6yul,['Rania'],"{'k-pop girl group', 'k-pop'}",False,2012-09-18,39,0.876,0.728,1,-7.354,1,0.0634,0.000658,0.0,0.0925,0.499,124.04,234815
You Are My Everything,4s80CRYk3rRPZE56NvmFi7,['Gummy'],"{'korean pop', 'k-pop'}",False,2016-03-10,65,0.339,0.498,6,-5.121,1,0.0386,0.663,0.0,0.119,0.104,132.999,240590
Baby Good Night,2oGmdVqkbq4qT973lkQMnL,['GD&TOP'],"{'k-rap', 'k-pop'}",False,2010,44,0.667,0.679,0,-5.994,1,0.0887,0.435,0.0,0.104,0.323,90.03,210477
Supa Luv,16rn4UsqU9Gwy4nYOYgJtQ,['TEEN TOP'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2011-01-13,42,0.703,0.845,2,-3.82,0,0.0456,0.00166,0.0,0.16,0.606,116.028,201456
BTD (Before The Dawn),1IoCgKZwRgvMZzha9c52jM,['INFINITE'],"{'k-pop boy group', 'k-pop'}",False,2011-01-06,40,0.399,0.964,10,-2.412,0,0.137,0.0222,0.0,0.154,0.757,204.118,184453
Shady Girl,7rWRuFyvRqMlUh8rUTuWqb,['SISTAR'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2010-08-25,38,0.79,0.891,6,-4.054,0,0.0437,0.0654,0.000929,0.0661,0.889,124.974,194351
Bad Girl Good Girl,7kTKAdVVlDxve6Qr7Hm7Qc,['miss A'],"{'k-pop girl group', 'k-pop'}",False,2011-07-18,56,0.793,0.805,10,-4.224,1,0.0438,0.1,9.03e-05,0.0641,0.507,135.987,217560
Victory Korea,7FrSESXuHix9bHDOqdJ1yc,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2010-05-20,21,0.742,0.979,9,-3.821,0,0.146,0.0346,0.0,0.331,0.622,130.004,198818
2 Different Tears,6iMkucHKeoIT5AWWMMZVy2,['Wonder Girls'],"{'k-pop girl group', 'k-pop'}",False,2010-05-15,30,0.796,0.697,8,-6.363,0,0.0402,0.0969,3.83e-05,0.0914,0.745,124.025,204080
2 Different Tears,6iMkucHKeoIT5AWWMMZVy2,['Wonder Girls'],"{'k-pop girl group', 'k-pop'}",False,2010-05-15,30,0.796,0.697,8,-6.363,0,0.0402,0.0969,3.83e-05,0.0914,0.745,124.025,204080
미인아 Bonamana,2cRTwcRq1idIR9NrcYKb63,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2010-05-13,54,0.79,0.911,11,-1.756,0,0.074,0.000444,0.0145,0.101,0.876,125.012,239187
NU ABO,1NcsCToPRUh9AI6ua83jAm,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2010-05-04,46,0.703,0.773,10,-3.529,0,0.0629,0.0186,0.0,0.279,0.392,95.007,224333
We're With You,4jEOgntchVnO1j40sgUA9f,['KARA'],"{'j-idol', 'k-pop girl group', 'k-pop'}",False,2010-05-03,25,0.513,0.923,2,-3.735,1,0.155,0.0199,0.0,0.208,0.764,158.943,204400
seoul (prod. HONNE),73ipE4lfZ53pvBbJPXkiEK,['RM'],"{'k-rap', 'k-pop'}",False,2018-10-22,69,0.587,0.664,0,-8.63,1,0.0645,0.344,2.47e-05,0.324,0.453,99.8,275955
Apple Is A,28Dcm3OeHniOlg7baQ8UIu,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2009-11-27,34,0.713,0.92,2,-3.66,1,0.0325,0.176,0.0,0.312,0.719,135.952,189507
Bo Peep Bo Peep,72d7SM72TZcTSekEX5UoeE,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2009-11-27,49,0.824,0.95,5,-4.163,0,0.0308,0.00974,0.000117,0.199,0.97,128.031,225040
Blue Orangeade,7C31PdvTuSvEFqn2sKISsX,['TOMORROW X TOGETHER'],{'k-pop'},False,2019-03-04,61,0.758,0.848,0,-3.601,1,0.0572,0.00611,0.0,0.143,0.42,111.015,185520
KOE WO KIKASETE - BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,3IBZcTeLOvt18WzVOjLj5G,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2018-08-17,33,0.52,0.869,6,-5.203,1,0.0447,0.0116,0.0,0.862,0.328,119.957,253800
Ring Ding Dong,4vLqN0bIxIQjlet2mIMBnx,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2009-10-19,58,0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98,233280
TTL Listen.2,2olr7AoagJQviFJxesHZl2,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2009-11-27,37,0.701,0.881,10,-3.093,1,0.0794,0.0222,0.0,0.191,0.711,120.041,211773
T.T.L Time To Love,4bovnAJ0d6LggfIiv4hIkj,['T-ARA'],"{'k-pop girl group', 'k-pop'}",False,2009-11-27,46,0.647,0.915,2,-2.752,0,0.177,0.211,0.0,0.119,0.711,105.027,218773
LA chA TA,4vfyrKuMEL6tAo65jMALsy,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2011-06-14,45,0.828,0.898,0,-2.429,1,0.042,0.0633,0.0,0.0758,0.914,113.948,194040
Are You A Good Girl,2FqVdmQZWdj8DhpQEcg7BA,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2008-09-19,23,0.808,0.92,1,-0.809,0,0.0578,0.0512,0.00467,0.128,0.783,130.036,251053
Gara Gara Go!!,5hFugfSDVfW2ClT3tXlBfe,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2018-10-27,33,0.823,0.733,11,-6.151,0,0.0428,0.00242,1.24e-06,0.0234,0.839,119.987,198912
Hot Issue,1QqaaKVZxu9ExhYjKGgI4N,['4Minute'],"{'k-pop girl group', 'k-pop'}",False,2009-06-15,49,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008,208773
Hahaha Song - Live,4xCtA8koApxmmgpg0EhNQZ,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2013-11-04,22,0.692,0.891,2,-4.62,1,0.148,0.374,0.0,0.818,0.718,151.966,196973
I'm in Trouble,30iB3Vk6T4gAUfZ0OvmwxY,"[""NU'EST""]","{'korean pop', 'k-pop boy group', 'k-pop'}",False,2020-05-11,60,0.829,0.627,8,-4.533,0,0.0814,0.153,0.0,0.0702,0.733,100.047,184200
"Map the Soul (Worldwide Version) [feat. Tablo, MYK & Kero One]",5D1vzchjH805WYLLVpeUjr,"['Epik High', 'Kero One', 'Myk', 'Tablo']","{'k-rap', 'k-indie', 'jazz boom bap', 'ambeat', 'jazz rap', 'korean r&b', 'asian american hip hop', 'korean pop', 'k-pop'}",False,2009-03-27,33,0.838,0.642,4,-7.486,0,0.122,0.228,3.7e-06,0.11,0.627,98.02,273147
I'm in Trouble,30iB3Vk6T4gAUfZ0OvmwxY,"[""NU'EST""]","{'korean pop', 'k-pop boy group', 'k-pop'}",False,2020-05-11,60,0.829,0.627,8,-4.533,0,0.0814,0.153,0.0,0.0702,0.733,100.047,184200
8282,0a0M1XuLAN2CSlUWryj903,['Davichi'],"{'korean pop', 'k-pop'}",False,2009-02-27,47,0.566,0.676,2,-5.6,1,0.0789,0.0806,0.0,0.095,0.279,143.077,219160
U R Man,4EKS4BdlS8yL7iMbE8G35Z,['SS501'],"{'k-pop boy group', 'k-pop'}",False,2008-11-21,46,0.81,0.905,11,-7.415,0,0.0342,0.058,3.17e-06,0.149,0.908,117.011,203678
Number 1,2GGzUBEJE1dN2PHrf7neS7,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2020-02-05,51,0.689,0.945,11,-3.346,1,0.0454,0.0844,0.0,0.412,0.774,103.982,202947
"1분 1초 One Minute One Second, A Little Memory (feat. 타루 Taru)",0OVzTNggAu9chKnBlyDm44,"['Epik High', '타루 Taru']","{'korean pop', 'k-rap', 'k-indie', 'k-pop'}",False,2009-07-22,23,0.682,0.498,7,-8.913,1,0.0352,0.258,0.0,0.0861,0.658,155.089,226667
MIROTIC,4BZhUnXvXYRQJPClr0hhIC,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2008-09-19,48,0.722,0.784,1,-2.411,0,0.0408,0.049,0.0,0.0895,0.705,99.985,208467
Love Like Oxygen,0B7QAF2ByMFCp1Ls5ov6R7,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2008-08-28,42,0.565,0.783,0,-2.348,1,0.256,0.0138,0.0,0.434,0.832,196.565,182893
SOLO,2wVDWtLKXunswWecARNILj,['JENNIE'],{'k-pop'},False,2018-11-12,74,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567
Haru Haru,0qQBuGsT79rKtmmfC0V38x,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2008-08-08,62,0.687,0.914,6,-5.02,1,0.0437,0.166,0.0,0.0858,0.675,126.001,256360
"Even though I hate you, I love you (Special Track)",2yoTyFjOAOYCRDBzWfSFq4,['Davichi'],"{'korean pop', 'k-pop'}",False,2018-01-26,34,0.336,0.288,6,-9.552,1,0.0423,0.763,0.0,0.0982,0.277,90.467,325151
Last Farewell,4AwiJcTliO5VUsBNp5NZgP,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2007-11-22,49,0.703,0.934,6,-2.92,0,0.166,0.0459,0.0,0.116,0.822,135.02,231800
Marry U,5gy62OiW2cri7dyir11hsL,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2007-09-20,41,0.661,0.622,8,-5.875,1,0.0396,0.569,0.0,0.133,0.603,95.002,199147
Lion Heart,405SQUJdQut02dxtuQ0CZ3,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2015-08-19,61,0.754,0.788,2,-3.175,1,0.0322,0.129,0.00274,0.0775,0.961,124.992,224258
A Man's First Love Follows Him to the Grave,2HjsQbzYlJuZlYW8BfFe3m,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2007-06-08,25,0.809,0.63,7,-6.212,0,0.0761,0.25,0.0,0.172,0.646,89.0,236920
Into the New World,24Gy6lVtCd8nOL2vzZiFyV,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2007-08-02,55,0.699,0.908,7,-2.108,1,0.0334,0.0531,0.0,0.116,0.6,108.023,267320
You're My Miracle,1LGtdWqFtQPPs904scXNKq,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2006-09-29,23,0.632,0.876,11,-3.125,1,0.0397,0.355,0.0,0.251,0.739,123.935,239280
Unlock It (feat. Kim Petras and Jay Park),3qGHAKgjQruzj6doKkyEb5,"['Charli XCX', 'Kim Petras', 'Jay Park']","{'electropop', 'k-rap', 'transpop', 'metropopolis', 'post-teen pop', 'korean r&b', 'art pop', 'k-pop', 'candy pop', 'dance pop', 'pop', 'escape room', 'uk pop', 'indie poptimism'}",True,2017-12-15,57,0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,232933
A Fool Of Tears,2cODfIZHSvVoOIMonmICuI,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2006-12-22,34,0.706,0.629,0,-6.333,1,0.0385,0.0452,0.0,0.126,0.584,124.037,242747
Holding Back The Tears,5r9DA7ciY71VEgcjkiZXDC,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2006-07-28,25,0.503,0.475,2,-7.121,1,0.0253,0.0961,0.0,0.0883,0.263,75.996,229867
Twins (Knock Out),0C4NNrGcJJ21Kc5FwrFCY3,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2005-12-05,36,0.632,0.913,7,-1.118,1,0.171,0.0284,0.0,0.34,0.839,171.891,201080
Hi Ya Ya 여름날,5lC4gziKMPSihnedZbwAEn,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2005-06-20,28,0.711,0.909,10,-2.431,1,0.0411,0.0128,0.0,0.108,0.698,126.013,211400
TRI-ANGLE - Extended Version,4Wkw62rPTP1v37vdwUJ1Yg,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2004-10-01,28,0.536,0.856,7,-4.428,0,0.0911,0.024,0.0,0.297,0.454,90.069,274040
I-Yah,3ZY3X2iHuoAEJTB4mKTggj,['WJSN'],"{'k-pop girl group', 'k-pop'}",False,2018-09-19,36,0.617,0.86,7,-2.553,1,0.0469,0.0569,0.0,0.0745,0.537,124.056,227840
Come Back Home,4nwka1iX4tB0vykphXa9ae,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2017-07-04,60,0.648,0.881,11,-4.42,0,0.081,0.00155,1.11e-06,0.113,0.457,100.011,244588
