name,id,artists,genres,explicit,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
instagram,6z1kLsntE7FuzKZHZWrXYN,['DEAN'],"{'korean r&b', 'k-pop'}",False,2017-12-26,69,0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921,255729
LOVE SCENARIO,6qAzAmPBUpGrk7XADZHR5k,['iKON'],"{'k-pop boy group', 'k-pop'}",False,2018-01-25,74,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.011,209648
To Heart,3PIzI4Bl2b7oZloFWTPAna,['fromis_9'],"{'k-pop girl group', 'k-pop'}",False,2018-01-25,45,0.751,0.768,7,-1.674,1,0.0393,0.115,0.0,0.0674,0.731,127.979,188527
"BABY IT'S U (PROD. KIGGEN, earattack)",1aI8x7MY6EfMpdscLE0qxm,['JEONG SEWOON'],"{'korean pop', 'korean ost', 'k-pop'}",False,2018-01-24,33,0.747,0.847,5,-4.274,1,0.0524,0.253,0.0,0.0536,0.52,129.92,201854
NIRVANA (Feat. PARK JIMIN),7jL9lzUeUPwjWarFj7DDST,"['RAVI', 'Park Jimin']","{'k-rap', 'k-pop'}",False,2018-01-22,31,0.75,0.962,4,-3.939,0,0.256,0.273,0.0,0.395,0.604,130.083,220281
Heroine,5gA9Xn8oPts2aewPgxVkPD,['SUNMI'],{'k-pop'},False,2018-01-18,63,0.673,0.782,7,-3.911,1,0.0404,0.0582,1.4e-06,0.391,0.609,121.991,195000
Candy Pop,39GvWlUAF4Y3qzboUyvBkg,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2018-01-12,58,0.599,0.943,0,-1.457,1,0.0894,0.177,2.6e-05,0.141,0.84,174.059,202010
BBoom BBoom,3BPoSr2pO34Aan6alFfVto,['MOMOLAND'],"{'k-pop girl group', 'k-pop'}",False,2018-01-03,69,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,208863
WOLF BABY,5y51ta5LHTRLpPVxnn4zXZ,['TRCNG'],"{'k-pop boy group', 'k-pop'}",False,2018-01-02,34,0.676,0.855,7,-3.153,0,0.0567,0.079,0.0,0.0813,0.775,90.996,194862
Heart Attack (츄),6SSC9KZQaxBdyipKRigrFC,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2017-12-28,61,0.66,0.856,7,-3.461,1,0.0576,0.0534,0.0,0.587,0.745,99.011,194941
Heart Shaker,0O9OnWm3z2B2TjvE051AMV,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2017-12-11,66,0.565,0.943,8,-0.532,1,0.0645,0.105,0.0,0.154,0.855,164.059,186893
instagram,6z1kLsntE7FuzKZHZWrXYN,['DEAN'],"{'korean r&b', 'k-pop'}",False,2017-12-26,69,0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921,255729
Electric Kiss,4W0wSLXqn0L3XneeBC344O,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2018-01-31,53,0.681,0.964,10,-3.659,0,0.0892,0.00398,4.25e-05,0.721,0.687,101.538,207507
Lip & Hip,5C2d3tz8WACjmw7T6TthQ2,['HyunA'],{'k-pop'},False,2017-12-04,62,0.742,0.847,11,-2.763,0,0.0485,0.00117,8.49e-06,0.142,0.516,112.95,209747
Glass Shoes,59jOv3yKDWf6pBcr91ZfIf,['fromis_9'],"{'k-pop girl group', 'k-pop'}",False,2017-11-30,45,0.606,0.914,7,-3.87,0,0.0825,0.199,0.0,0.332,0.739,172.169,191379
Jelly,6mu2cymBOKqnp4QP0966fW,['Red Velvet - IRENE & SEULGI'],{'k-pop'},False,2020-07-06,61,0.621,0.919,0,-2.594,1,0.0401,0.106,5.47e-06,0.0604,0.921,168.029,192933
SAVE THE REST,1uOicakRrXzKRqd6eLQIAM,['MXM'],"{'k-pop boy group', 'k-pop'}",False,2017-09-06,20,0.815,0.839,1,-2.516,0,0.0805,0.15,0.0,0.258,0.964,105.981,223344
MIC Drop (Steve Aoki Remix) [Full Length Edition],75scDPqGs75FotglJSoOI2,"['BTS', 'Steve Aoki']","{'electro house', 'tropical house', 'big room', 'edm', 'k-pop boy group', 'dance pop', 'k-pop'}",False,2018-08-24,76,0.606,0.848,11,-3.952,1,0.184,0.0114,1.06e-06,0.206,0.54,170.01,307676
You In Me,4MSiPP89oZupNNq2CvjEeR,['KARD'],{'k-pop'},False,2017-11-21,53,0.759,0.921,8,-2.533,0,0.231,0.0796,0.000111,0.325,0.528,96.025,203982
When we were two,10sjUVYJO1UHDDxQSODUE2,['Urban Zakapa'],"{'korean pop', 'k-indie', 'k-pop'}",False,2017-11-08,36,0.504,0.486,3,-3.507,1,0.0287,0.572,0.0,0.113,0.138,113.937,198053
Chococo,3uLZfFPeRlspgsDqYL8T81,['gugudan'],"{'k-pop girl group', 'k-pop'}",False,2017-11-08,38,0.668,0.931,6,-2.997,0,0.101,0.0419,6.31e-06,0.088,0.736,164.013,220293
Let's Hang Out,5PjPmFMJgiMeKNcDWxDVMy,['SF9'],"{'k-pop boy group', 'k-pop'}",False,2017-10-12,33,0.776,0.912,1,-2.649,1,0.065,0.183,0.0,0.459,0.918,123.931,205610
Shall We Dance,7xMBlV5OBTiHlUraGaHGqs,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2018-01-09,53,0.854,0.721,2,-3.769,1,0.0776,0.0157,0.0,0.153,0.828,112.012,180807
DRAMARAMA,1BSncOsSJPQkpl29QM0ipj,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2017-11-07,61,0.571,0.779,8,-2.864,1,0.111,0.135,0.0,0.202,0.261,186.154,186296
DDD,3nXUfNbkv8ikaSdHwEp0oY,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2017-11-07,59,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.0,0.0679,0.751,114.285,205821
Black Suit,0cCm1PbOd6nqAPDdA3PRfs,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2017-11-06,58,0.711,0.885,5,-3.299,0,0.0477,0.0044,0.0,0.207,0.866,121.978,201112
I love too,0L6wtmePpAGbfDX2y0IEBB,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2016-11-07,46,0.681,0.723,1,-5.585,1,0.0617,0.745,0.0,0.157,0.673,94.987,264609
Jelly,6mu2cymBOKqnp4QP0966fW,['Red Velvet - IRENE & SEULGI'],{'k-pop'},False,2020-07-06,61,0.621,0.919,0,-2.594,1,0.0401,0.106,5.47e-06,0.0604,0.921,168.029,192933
Crazy Sexy Cool,1EDYaBb4axYaE3wIKvcSfw,['ASTRO'],"{'k-pop boy group', 'k-pop'}",False,2017-11-01,57,0.7,0.803,7,-4.082,1,0.215,0.0464,0.0,0.0954,0.391,105.098,196740
Sweet Crazy Love,5fgpCIjBJ098E9zqN9DS87,['LOOΠΔ / ODD EYE CIRCLE'],"{'k-pop girl group', 'k-pop'}",False,2017-10-31,52,0.542,0.862,6,-4.413,1,0.0983,0.041,0.0,0.084,0.543,111.941,209084
Likey,4P66rfizAl2nIJCICSMymC,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2017-10-30,70,0.722,0.903,4,-1.261,0,0.0331,0.42,0.000371,0.118,0.445,132.006,207813
You said you were happy,2Es7tPCnorYdMvjom8Erkd,['Gavy N.J'],{'k-pop'},False,2017-10-29,11,0.402,0.519,6,-5.236,1,0.0427,0.733,0.0,0.109,0.313,60.823,226138
Break Up In The Morning,3ImaACMfZ1YdTrkVkPGVAR,['4MEN'],"{'korean pop', 'k-pop'}",False,2018-02-08,41,0.51,0.475,7,-6.703,1,0.0319,0.739,0.0,0.121,0.218,131.665,282422
HOME IS FAR AWAY,7A2RLTIRAbncB7EwCV2JRq,"['Epik High', 'OHHYUK']","{'korean pop', 'k-rap', 'k-indie', 'k-pop'}",False,2017-10-23,50,0.78,0.858,7,-6.331,0,0.127,0.356,0.0,0.0937,0.5,93.987,291002
Can Be Better,3Wo9A8TSvMBx29Id4Y9Nma,['Highlight'],"{'k-pop boy group', 'k-pop'}",False,2017-10-16,39,0.533,0.963,11,-2.077,1,0.067,0.169,0.0,0.367,0.845,144.915,179490
Pinwheel,2NvrIHgujKttUQyx2uUMY9,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2017-11-06,57,0.455,0.681,11,-5.224,1,0.0532,0.11,0.0,0.116,0.366,173.889,219029
O Sole Mio,1zZ9IuDffZGH5OoVoUXlHz,['SF9'],"{'k-pop boy group', 'k-pop'}",False,2017-10-12,53,0.734,0.823,1,-3.888,0,0.089,0.27,0.0,0.108,0.718,103.991,201643
Lilili Yabbay,55M6WlPDc8WID9UcmWjbYM,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2017-11-06,54,0.604,0.898,6,-2.495,0,0.284,0.0463,5.94e-06,0.262,0.511,112.135,211191
Hellevator,67LJNZyfDA1uaPCtlpyuKN,['Stray Kids'],"{'k-pop boy group', 'k-pop'}",False,2018-01-08,66,0.515,0.816,10,-2.33,1,0.165,0.00816,0.0,0.351,0.288,78.169,240000
I Need U,7dlNGfd6Fq8xcFb4K6Glws,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2016-05-02,70,0.475,0.897,5,-2.383,0,0.0736,0.0184,0.0,0.296,0.642,78.918,210577
CHANGE UP,6j6wUN8whCYTwxCg9R240U,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2017-11-06,57,0.589,0.79,6,-4.033,0,0.131,0.108,0.0,0.164,0.56,146.336,187749
Girl Front,5OnchRw2yAuIAwp2RYLCBa,['LOOΠΔ / ODD EYE CIRCLE'],"{'k-pop girl group', 'k-pop'}",False,2017-10-31,56,0.72,0.794,4,-4.084,1,0.156,0.0491,2.14e-05,0.264,0.694,140.01,196734
Breathe Heavy,586BkKwB2IAlnlfErJJJQf,['Rania'],"{'k-pop girl group', 'k-pop'}",False,2017-08-12,22,0.655,0.755,6,-4.217,0,0.0429,0.0533,0.0,0.542,0.167,105.012,222378
Like a Flower,4q2YBqhl3ay1U5rLxQXJ8v,['N.Flying'],"{'k-pop boy group', 'k-rock', 'k-pop'}",False,2018-10-26,40,0.62,0.599,11,-5.459,0,0.0266,0.15,0.0,0.315,0.235,128.057,264061
DamDaDi,3wXVhj5ZPt2Oeld44FFQZE,['Golden Child'],"{'k-pop boy group', 'k-pop'}",False,2017-08-29,45,0.61,0.949,0,-1.971,1,0.0638,0.0191,0.0,0.0183,0.837,157.093,202375
A Memory Clock,6CTKycF9K56ufHGpn0Sr9L,['UNI.T'],"{'k-pop girl group', 'k-pop'}",False,2018-05-18,20,0.68,0.682,8,-4.155,1,0.0386,0.105,0.0,0.0893,0.458,83.009,241160
Gashina,0jFHMDRXxKaREor3hBEEST,['SUNMI'],{'k-pop'},False,2017-08-22,71,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,180000
We Young,2nChvM2Tyv1ib8AvfCJcOe,['NCT DREAM'],"{'k-pop boy group', 'k-pop'}",False,2017-08-17,58,0.712,0.857,0,-4.194,1,0.0414,0.0579,0.0,0.0684,0.338,123.041,224467
I Don’T Like Your Girlfriend,6tgaYrOLuLt4QblZaSoZ3Q,['Weki Meki'],"{'k-pop girl group', 'k-pop'}",False,2017-08-08,49,0.767,0.941,2,-3.002,1,0.196,0.0217,0.000411,0.169,0.568,99.961,199757
Energetic,3NkkcnnKrNHv4AiGaPdD76,['Wanna One'],"{'k-pop boy group', 'k-pop'}",False,2017-11-13,63,0.714,0.886,0,-3.076,1,0.0461,0.058,0.0,0.112,0.752,125.046,189356
Sixteen (Feat. Changmo),1MJ5eBpdkzrGT3mlKQ3N3r,"['Samuel', 'CHANGMO']","{'korean pop', 'k-rap', 'korean r&b', 'k-pop'}",False,2017-08-02,42,0.735,0.91,4,-4.009,0,0.038,0.0826,0.0,0.121,0.586,121.983,235795
LOVE WHISPER,1xwnvVY9gHdo69PuGQkG1U,['GFRIEND'],"{'k-pop girl group', 'k-pop'}",False,2017-08-01,55,0.711,0.928,8,-1.666,0,0.0484,0.126,0.0,0.335,0.577,114.012,211972
"내일, 오늘 Tomorrow, Today",0pBjBL0a6gcLfwgtFsuw10,['JJ Project'],{'k-pop'},False,2017-07-31,57,0.599,0.676,1,-3.761,1,0.043,0.0162,0.0,0.123,0.577,110.05,235069
Love Cherry Motion,1H3i6WXxrJB7LEoH5iStvb,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2017-07-28,54,0.696,0.863,5,-3.805,0,0.0307,0.0198,0.0,0.114,0.769,136.993,221848
Flame of Love - Korean Version;[Bonus Track],4c2gCfdobu4UeGNhPqgTJg,['TAEMIN'],{'k-pop'},False,2017-10-16,44,0.566,0.633,5,-5.234,0,0.0327,0.205,0.0,0.0781,0.507,129.952,231762
Hola Hola,3VC1IEz9M1txlMSx3h3tPM,['KARD'],{'k-pop'},False,2017-07-19,59,0.843,0.807,1,-3.794,0,0.0632,0.0135,6.44e-05,0.227,0.833,104.962,202963
Ko Ko Bop,5EzitieoPnjyKHAq0gfRMa,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2017-07-18,69,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,190423
Jelly,6mu2cymBOKqnp4QP0966fW,['Red Velvet - IRENE & SEULGI'],{'k-pop'},False,2020-07-06,61,0.621,0.919,0,-2.594,1,0.0401,0.106,5.47e-06,0.0604,0.921,168.029,192933
Red Flavor,51Qx2JnvPZo7kIILkLIw6k,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2018-07-04,43,0.708,0.91,9,-3.282,1,0.172,0.0364,0.0,0.0873,0.588,125.029,191640
Hi Hello,5nd63yWhfWq5VKX7r6aFMI,['DAY6'],"{'k-pop boy group', 'k-pop'}",False,2017-12-06,53,0.494,0.666,2,-4.391,1,0.0276,0.0719,0.0,0.349,0.179,77.989,232042
Come Back Home,4nwka1iX4tB0vykphXa9ae,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2017-07-04,60,0.648,0.881,11,-4.42,0,0.081,0.00155,1.11e-06,0.113,0.457,100.011,244588
ABC (Middle of the Night),2JqFJPZqiBTrWObJVIUKgE,['VAV'],"{'k-pop boy group', 'k-pop'}",False,2017-07-04,32,0.699,0.914,11,-4.184,0,0.134,0.266,0.0,0.228,0.665,103.973,205963
Archangels of the Sephiroth,68o76CgHzUfgT19WXhh19d,['Stellar'],"{'k-pop girl group', 'k-pop'}",False,2017-06-27,30,0.602,0.818,0,-3.605,1,0.0453,0.517,0.0,0.106,0.338,129.922,186303
Don't Know You,7Ixn1yXMvF8YBuKnJKjliu,['HEIZE'],"{'korean pop', 'korean r&b', 'k-pop'}",False,2017-06-26,55,0.699,0.562,4,-5.573,0,0.253,0.213,0.0,0.42,0.471,104.995,189410
Singing in the Rain,1uNTfm5WZVGdig95SAXajH,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2017-06-26,54,0.566,0.762,7,-6.638,1,0.0813,0.00906,1.35e-05,0.102,0.528,137.996,211661
Yes I am,6DhY27Goy0fUFbySD3ulGn,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2017-06-22,57,0.739,0.893,0,-2.778,1,0.223,0.145,0.0,0.0518,0.66,120.102,211660
AGE GAG,36oxUVZw5Cw6D6WoR9P0iz,"['MAMAMOO', 'Kim dae hee', 'Kim Jun Ho']","{'k-pop girl group', 'k-pop'}",False,2017-06-22,48,0.817,0.745,0,-3.932,1,0.136,0.3,0.0,0.165,0.93,133.084,211064
As If It's Your Last,1Zyd6zQnC6XIIzmg3hP7Ot,['BLACKPINK'],"{'k-pop girl group', 'k-pop'}",False,2017-06-22,78,0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,213264
BAMDEELALILA (Feat.Ailee),0rKmjEfv8ZbwmoyK5K6tsT,"['Clon', 'Ailee']","{'korean pop', 'k-pop'}",False,2017-06-29,2,0.502,0.997,5,-1.34,0,0.0901,0.0123,0.000395,0.123,0.213,128.124,168164
SHINE FOREVER,63SRW26EEF9RF6GgeUgJqx,['Monsta X'],"{'k-pop boy group', 'k-pop'}",False,2017-06-19,52,0.625,0.9,0,-3.351,1,0.055,0.129,0.0,0.337,0.606,80.007,208036
Critical Beauty,27urPq4di74NefAzywyQy7,['PENTAGON'],"{'k-pop boy group', 'k-pop'}",False,2017-06-12,43,0.777,0.756,5,-3.359,0,0.0793,0.111,0.0,0.463,0.658,93.987,196923
"무제(無題) (Untitled, 2014)",35dEFabeYvGLrOMc9c1tES,['G-DRAGON'],"{'k-rap', 'k-pop'}",False,2017-06-08,62,0.575,0.461,4,-5.153,1,0.0317,0.785,1.75e-05,0.13,0.266,79.971,222868
Why Don’t You Know,7BiaLnXa10sBpBEcFfm4PP,"['CHUNG HA', 'Nucksal']","{'k-rap', 'k-pop'}",False,2017-06-07,51,0.702,0.922,9,-0.961,0,0.146,0.322,0.0,0.367,0.619,100.032,198420
1+1=0 (Feat. DEAN),3IRR7SWdHVojpCWfnwM2Vs,['SURAN'],"{'k-indie', 'korean r&b', 'k-pop'}",False,2017-06-02,46,0.841,0.722,1,-4.845,0,0.0512,0.251,0.0,0.0372,0.713,119.932,192066
"We, First",0y1LIecRU2h6RcMIQ4P5vt,['ELRIS'],"{'k-pop girl group', 'k-pop'}",False,2017-06-01,32,0.68,0.942,6,-2.688,0,0.0464,0.111,0.0,0.231,0.854,105.038,202330
Sweet Lies,4KMkvQ4pukipifwyjc8fAH,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2017-09-05,51,0.59,0.592,1,-7.146,1,0.0758,0.0456,0.0,0.104,0.211,102.857,216200
Anck Su Namum,1jHmGj123EpOxXd9S1PpFF,['YEZI'],{'k-pop'},False,2017-05-24,37,0.72,0.918,1,-2.602,0,0.0991,0.0497,1.68e-06,0.144,0.551,139.998,195423
Eclipse,26K21MUaPDTnzHqtiiffFv,['LOONA'],"{'k-pop girl group', 'k-pop'}",False,2017-05-23,57,0.538,0.782,6,-4.299,0,0.101,0.394,0.0,0.122,0.447,97.513,231237
Don't Wanna Cry,6Upu6yjkdi0DVI8E3IBZEU,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2017-05-22,70,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,203427
B-DAY,5TM0nFDtJTZn5gOfOXWpa9,['iKON'],"{'k-pop boy group', 'k-pop'}",False,2019-01-07,48,0.716,0.83,6,-4.091,0,0.0564,0.027,0.0,0.469,0.695,129.97,214585
My Swagger,31Q8Gbx4f6Pfv2fDaTLAFk,['GOT7'],"{'k-pop boy group', 'k-pop'}",False,2017-05-24,43,0.751,0.577,11,-4.126,1,0.0584,8.61e-05,0.0,0.0976,0.367,110.073,187053
Signal,1uwLMwgqPprCs5Q0OPRKI7,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2017-05-15,65,0.621,0.761,0,-2.736,1,0.334,0.22,0.0,0.143,0.626,207.818,196680
New Face,7JD3gqq0DA5l9xUmVCpJWu,['PSY'],"{'k-rap', 'k-pop'}",False,2017-05-10,59,0.836,0.728,0,-3.449,0,0.0563,0.0079,2.94e-05,0.0564,0.444,131.969,190234
Flower (You),0wQsHj1AxXExIo435LqgsG,['VAV'],"{'k-pop boy group', 'k-pop'}",False,2017-05-03,39,0.815,0.709,1,-3.926,1,0.0512,0.521,0.0,0.0686,0.668,91.035,189319
365 FRESH,5G8YqJQ6oyPkxBSjpkCVRy,['Triple H'],{'k-pop'},False,2017-05-01,55,0.823,0.837,1,-4.533,1,0.0582,0.19,0.0,0.28,0.842,107.989,219809
Ka-CHING!,5w4Zj0DHPKTJ8K8VL9yUjv,['EXO-CBX'],"{'k-pop boy group', 'k-pop'}",False,2017-05-24,50,0.741,0.848,10,-3.26,1,0.137,0.026,0.0,0.521,0.898,146.025,206853
BE WELL,0B6Ts6gTea9SKGslwpbIG7,['SECHSKIES'],"{'k-pop boy group', 'k-pop'}",False,2017-04-28,38,0.671,0.826,10,-4.358,1,0.0586,0.0809,0.0,0.359,0.438,72.993,251541
Back:Hug,7awmbaGFYIjaQdeGDLDhyc,['SNUPER'],"{'k-pop boy group', 'k-pop'}",False,2017-07-20,21,0.687,0.91,10,-4.266,0,0.0709,0.0667,0.0,0.0708,0.856,107.996,208000
Palette (Feat. G-DRAGON),3y7ByLZ05tluscOTRgEJ9Y,['IU'],{'k-pop'},False,2017-04-21,68,0.804,0.68,0,-3.81,1,0.2,0.458,0.0,0.102,0.62,102.013,217413
Will you go out with me,7njsdIYNZT2wTiBER9XDiS,['DIA'],"{'k-pop girl group', 'k-pop'}",False,2017-04-19,44,0.717,0.932,4,-2.426,0,0.0659,0.0991,0.0,0.29,0.737,139.982,193813
봄날의 소나기 Paper Umbrella,6ABrnWry02LeyonZTnB31t,['YESUNG'],"{'korean pop', 'k-pop'}",False,2017-04-18,43,0.471,0.532,10,-6.073,1,0.03,0.549,0.0,0.152,0.294,133.811,249793
BibbidiBobbidiBoo,1A5r5HR3BTyL8ZpeXZXDkQ,['BerryGood'],"{'k-pop girl group', 'k-pop'}",False,2017-04-16,23,0.705,0.878,0,-2.69,1,0.13,0.0852,0.0,0.109,0.738,130.021,205333
Hwi hwi,3pPbm1d9G0jAHIoLa4ls9H,['LABOUM'],"{'k-pop girl group', 'k-pop'}",False,2017-04-17,38,0.754,0.917,10,-2.974,1,0.0546,0.0143,0.0,0.117,0.751,123.962,196867
Everyday I Love You,5HGeTj4lVdLGed5c358q1f,"['LOONA', 'HaSeul']","{'k-pop girl group', 'k-pop'}",False,2017-04-17,49,0.706,0.754,11,-4.829,0,0.0435,0.0395,0.0,0.217,0.679,119.961,208160
She’s a Baby,2sXEt6xhBXrefqPqNTyQNr,['ZICO'],"{'korean pop', 'korean r&b', 'k-pop'}",False,2017-04-13,52,0.747,0.441,11,-10.032,1,0.454,0.556,0.0,0.117,0.368,76.933,164980
Night Rather Than Day,3ekdsWPG0ZtVrvEUPe2Djv,['EXID'],"{'k-pop girl group', 'k-pop'}",False,2017-04-10,45,0.756,0.845,1,-3.095,1,0.139,0.111,0.0,0.311,0.711,110.027,198414
KKPP,1vmFIYqmcVCfE6QB9TlYl1,['Miso'],{'k-pop'},False,2017-04-10,33,0.664,0.944,11,-3.782,1,0.0742,0.000587,0.0465,0.332,0.748,104.951,205384
Can't Love You Anymore (With OHHYUK),5MvxeZPiiLAuB5gI8k3ynk,['IU'],{'k-pop'},False,2017-04-21,56,0.611,0.63,9,-4.419,0,0.363,0.566,0.0,0.237,0.66,65.619,195230
Tension Up,2hLGRd98aVnYcf4zxUy0fg,['IMFACT'],"{'k-pop boy group', 'k-pop'}",False,2017-04-05,22,0.726,0.919,0,-3.07,0,0.0728,0.0346,0.0,0.225,0.863,127.991,181572
Smile Flower,054sQZ2qmw0Ya7N0XSxl3j,['SEVENTEEN'],"{'k-pop boy group', 'k-pop'}",False,2016-12-05,57,0.567,0.368,1,-7.392,1,0.0342,0.831,0.0,0.142,0.364,143.93,232395
Would U,1rL3u6JsjQT9Cxg1oHTJEK,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2017-03-31,50,0.758,0.627,5,-6.466,0,0.0528,0.497,0.0,0.204,0.544,93.957,203831
Still My Lady,5IEKQRsrMRliFRdy4OtGJ7,['SF9'],"{'k-pop boy group', 'k-pop'}",False,2017-02-06,35,0.6,0.778,4,-4.214,0,0.0765,0.202,0.0,0.105,0.694,172.012,215919
I'll be yours,4dOOKtG5p4HXhWOBNAAMwS,"[""Girl's Day""]","{'korean pop', 'k-pop girl group', 'k-pop'}",False,2017-03-27,47,0.733,0.922,7,-1.656,1,0.0556,0.0639,0.0,0.155,0.595,99.009,190030
Through the Night,3P3UA61WRQqwCXaoFOTENd,['IU'],{'k-pop'},False,2017-04-21,67,0.428,0.313,8,-7.327,1,0.0391,0.757,0.0,0.309,0.284,78.723,253293
WEE WOO,23XXMK9SQBFwndnbgbcMPa,['PRISTIN'],"{'k-pop girl group', 'k-pop'}",False,2017-03-21,53,0.834,0.917,10,-2.838,1,0.0982,0.0895,0.000167,0.0532,0.699,129.981,192830
Plz Don't Be Sad,7pNNnrmd3pBIsQTenWExLy,['Highlight'],"{'k-pop boy group', 'k-pop'}",False,2017-03-20,40,0.587,0.874,9,-2.461,0,0.0613,0.16,0.0,0.15,0.752,150.037,196509
It's Still Beautiful,2VRkGT6doWXRHhx3RXCrVy,['Highlight'],"{'k-pop boy group', 'k-pop'}",False,2017-05-29,34,0.535,0.382,3,-4.428,1,0.0352,0.878,0.0,0.115,0.417,139.586,224062
어떻게 말해 How Can I Say,3lUTXq1JLSDQX4qBRHMBdU,['DAY6'],"{'k-pop boy group', 'k-pop'}",False,2017-06-07,54,0.393,0.945,11,-0.995,0,0.0866,0.00573,0.0,0.0987,0.506,185.971,201848
Jasmine,2IgbYlOlFpiSFYnsqB39lM,['DPR LIVE'],"{'k-rap', 'korean r&b', 'k-pop'}",False,2017-10-08,64,0.597,0.486,8,-5.893,1,0.0986,0.331,0.0,0.14,0.397,137.68,201511
EYEZ EYEZ,3wMpuYuXteiRHBvlLtPOPW,['VICTON'],"{'k-pop boy group', 'k-pop'}",False,2017-03-02,36,0.794,0.783,9,-3.203,0,0.342,0.0397,0.0,0.0731,0.71,99.905,187651
Don't Recall - Hidden Ver.,6h3hh8ehSZpvbHquF1L47s,['KARD'],{'k-pop'},False,2017-02-16,46,0.693,0.712,1,-2.716,1,0.0721,0.0246,5.8e-06,0.128,0.585,92.979,209033
A Girl Like Me,7LwTGsLkLWH6BUQKuvPq1w,['gugudan'],"{'k-pop girl group', 'k-pop'}",False,2017-02-27,39,0.769,0.951,3,-1.673,0,0.0626,0.0677,0.00194,0.158,0.657,126.969,175169
Love Line,203sd4cosoKgF62jSkqd6z,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2017-10-30,46,0.697,0.767,0,-4.719,1,0.0444,0.226,0.0,0.108,0.519,94.998,196800
Please Be My First Love,2FbZc5pDugneEHnUQUD5DM,['IMFACT'],"{'k-pop boy group', 'k-pop'}",False,2017-02-27,19,0.662,0.668,5,-4.834,1,0.0592,0.0552,0.0,0.315,0.444,81.993,231647
An Obvious Melo,2tPLdohL5c3xwxz8dZrARu,['Gavy N.J'],{'k-pop'},False,2017-02-23,8,0.653,0.866,4,-3.831,0,0.044,0.278,0.0,0.429,0.394,124.054,202896
Not Today,4hrpoqJMVE7FxBu1YWx0eQ,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2017-02-13,72,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04e-06,0.923,0.665,110.024,231860
Dance With Me,5ABqgy5Z0BcYs6u23JpySX,['VAV'],"{'k-pop boy group', 'k-pop'}",False,2017-02-18,32,0.637,0.908,1,-1.981,0,0.172,0.0893,0.0,0.056,0.873,109.013,200682
Don't Recall,4b1sQpvL7QVgamRZ74F1oA,['KARD'],{'k-pop'},False,2017-02-16,58,0.694,0.748,10,-2.93,0,0.167,0.0222,0.0,0.155,0.521,92.918,208667
Spring Day,0WNGsQ1oAuHzNTk8jivBKW,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2017-02-13,75,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,274097
My First and Last,1MZuGklUjhhJRCNYT7igTc,['NCT DREAM'],"{'k-pop boy group', 'k-pop'}",False,2020-06-09,41,0.699,0.94,0,-3.225,1,0.0948,0.0193,0.0,0.381,0.386,108.063,203067
